ident,ident_icao,ident_iata,actual_runway_off,actual_runway_on,fa_flight_id,operator,operator_icao,operator_iata,flight_number,registration,atc_ident,inbound_fa_flight_id,blocked,diverted,cancelled,position_only,origin_code,origin_code_icao,origin_code_iata,origin_code_lid,origin_timezone,origin_name,origin_city,origin_airport_info_url,destination_code,destination_code_icao,destination_code_iata,destination_code_lid,destination_timezone,destination_name,destination_city,destination_airport_info_url,departure_delay,arrival_delay,filed_ete,progress_percent,status,aircraft_type,route_distance,filed_airspeed,filed_altitude,route,baggage_claim,seats_cabin_business,seats_cabin_coach,seats_cabin_first,gate_origin,gate_destination,terminal_origin,terminal_destination,type,scheduled_out,estimated_out,actual_out,scheduled_off,estimated_off,actual_off,scheduled_on,estimated_on,actual_on,scheduled_in,estimated_in,actual_in
UAL623,UAL623,UA623,22L,,UAL623-1720742604-fa-814p,UAL,UAL,UA,623,N77258,,UAL2015-1720936436-fa-1588p,False,False,False,False,KORD,KORD,ORD,ORD,America/Chicago,Chicago O'Hare Intl,Chicago,/airports/KORD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4380,4080,7500,50,En Route / Delayed,B738,996,446,320,ACITO ADELL ARLYN STL FSM BROBB WINDU SEWZY6,,,,16,C7,25,1,,Airline,2024-07-14T18:25:00Z,2024-07-14T19:45:00Z,2024-07-14T19:38:00Z,2024-07-14T18:35:00Z,2024-07-14T20:02:45Z,2024-07-14T20:02:45Z,2024-07-14T20:40:00Z,2024-07-14T22:09:00Z,,2024-07-14T21:11:00Z,2024-07-14T22:19:00Z,
DAL831,DAL831,DL831,16L,,DAL831-1720808722-schedule-1211p,DAL,DAL,DL,831,N133DU,,DAL804-1720789303-schedule-844p,False,False,False,False,KSEA,KSEA,SEA,SEA,America/Los_Angeles,Seattle-Tacoma Intl,Seattle,/airports/KSEA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-420,-720,13980,69,En Route / On Time,BCS1,1816,465,350,SUMMA2 SUMMA J54 BKE BOI MLD MTU JNC MTJ CIM TCC TXO LBB DILLO LAIKS3,,12,97,,B15,8,,,Airline,2024-07-14T18:23:00Z,2024-07-14T18:18:00Z,2024-07-14T18:16:00Z,2024-07-14T18:33:00Z,2024-07-14T18:34:23Z,2024-07-14T18:34:23Z,2024-07-14T22:26:00Z,2024-07-14T22:12:00Z,,2024-07-14T22:34:00Z,2024-07-14T22:22:00Z,
SWA988,SWA988,WN988,28C,,SWA988-1720808329-airline-1434p,SWA,SWA,WN,988,N912WN,,SWA1843-1720106837-airline-1616p,False,False,False,False,KPIT,KPIT,PIT,PIT,America/New_York,Pittsburgh Intl,Pittsburgh,/airports/KPIT,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,3840,4080,9660,58,En Route / Delayed,B737,1266,450,400,AHTIY BURGS RANDE HNN RAMRD Q68 LITTR BROBB WINDU SEWZY6,,,,,A9,16,,,Airline,2024-07-14T18:15:00Z,2024-07-14T19:16:00Z,2024-07-14T19:19:00Z,2024-07-14T18:25:00Z,2024-07-14T19:31:50Z,2024-07-14T19:31:50Z,2024-07-14T21:06:00Z,2024-07-14T22:13:00Z,,2024-07-14T21:15:00Z,2024-07-14T22:23:00Z,
SWA3860,SWA3860,WN3860,,,SWA3860-1720819274-airline-2093p,SWA,SWA,WN,3860,N903WN,,SWA4966-1720812778-airline-89p,False,False,False,False,KMAF,KMAF,MAF,MAF,America/Chicago,Midland Intl Air and Space Port,Midland,/airports/KMAF,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-120,2580,0,Scheduled,B737,294,451,310,SJT DILLO LAIKS3,,,,,,,,,Airline,2024-07-14T21:20:00Z,2024-07-14T21:20:00Z,,2024-07-14T21:30:00Z,2024-07-14T21:30:00Z,,2024-07-14T22:13:00Z,2024-07-14T22:13:00Z,,2024-07-14T22:25:00Z,2024-07-14T22:23:00Z,
AAL798,AAL798,AA798,18C,,AAL798-1720811784-airline-2239p,AAL,AAL,AA,798,N902AN,,AAL1264-1720793503-airline-1042p,False,False,False,False,KCLT,KCLT,CLT,CLT,America/New_York,Charlotte/Douglas Intl,Charlotte,/airports/KCLT,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1800,1440,9000,48,En Route / On Time,B738,1084,471,320,ESTRR5 IPTAY CHOPZ GARTS LCH WEEED WLEEE7,,,,,B12,32,,,Airline,2024-07-14T19:12:00Z,2024-07-14T19:38:00Z,2024-07-14T19:42:00Z,2024-07-14T19:22:00Z,2024-07-14T20:02:42Z,2024-07-14T20:02:42Z,2024-07-14T21:52:00Z,2024-07-14T22:14:00Z,,2024-07-14T22:04:00Z,2024-07-14T22:28:00Z,
AAY3123,AAY3123,G43123,36,,AAY3123-1720817294-airline-340p,AAY,AAY,G4,3123,N319NV,,AAY3122-1720806612-airline-505p,False,False,False,False,KOMA,KOMA,OMA,OMA,America/Chicago,Eppley Airfield,Omaha,/airports/KOMA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-480,-720,6000,15,En Route / On Time,A319,785,455,380,MHK PER BROBB WINDU SEWZY6,,,,,A1,,,,Airline,2024-07-14T20:46:00Z,2024-07-14T20:46:00Z,2024-07-14T20:38:00Z,2024-07-14T20:56:00Z,2024-07-14T20:50:42Z,2024-07-14T20:50:42Z,2024-07-14T22:36:00Z,2024-07-14T22:31:00Z,,2024-07-14T22:43:00Z,2024-07-14T22:31:00Z,
ENY3543,ENY3543,MQ3543,35L,,ENY3543-1720796847-airline-415p,ENY,ENY,MQ,3543,N210NN,,ENY3543-1720796847-airline-414p,False,False,False,False,KRNO,KRNO,RNO,RNO,America/Los_Angeles,Reno/Tahoe Intl,Reno,/airports/KRNO,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,720,960,11400,50,En Route / On Time,E75L,1405,409,310,ALPYN1 YERIN MVA PANAC URIAH PEEWE CNX BGS DILLO LAIKS3,,,,,C10,30,,,Airline,2024-07-14T19:03:00Z,2024-07-14T19:13:00Z,2024-07-14T19:15:00Z,2024-07-14T19:13:00Z,2024-07-14T19:36:27Z,2024-07-14T19:36:27Z,2024-07-14T22:23:00Z,2024-07-14T22:35:00Z,,2024-07-14T22:26:00Z,2024-07-14T22:42:00Z,
FDX741,FDX741,FX741,,,FDX741-1720910142-sw-451p,FDX,FDX,FX,741,N150FE,,FDX66-1720752049-sw-1455p,False,False,False,False,KMEM,KMEM,MEM,MEM,America/Chicago,Memphis Intl,Memphis,/airports/KMEM,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-180,4620,0,Scheduled,B763,596,476,360,CHLDR5 ANSWA KF24G WINDU SEWZY6,,,,,,,,,Airline,2024-07-14T21:15:00Z,2024-07-14T21:15:00Z,,2024-07-14T21:28:00Z,2024-07-14T21:25:00Z,,2024-07-14T22:45:00Z,2024-07-14T22:42:00Z,,,,
SWA4241,SWA4241,WN4241,25R,,SWA4241-1720803320-airline-170p,SWA,SWA,WN,4241,N792SW,,SWA4241-1720803320-airline-169p,False,False,False,False,KPHX,KPHX,PHX,PHX,America/Phoenix,Phoenix Sky Harbor Intl,Phoenix,/airports/KPHX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,120,-420,7020,12,En Route / On Time,B737,871,455,390,ECLPS1 PHASE ELP J183 FUSCO DILLO LAIKS3,,,,,C16,17,4,,Airline,2024-07-14T20:45:00Z,2024-07-14T20:45:00Z,2024-07-14T20:47:00Z,2024-07-14T20:55:00Z,2024-07-14T20:53:01Z,2024-07-14T20:53:01Z,2024-07-14T22:52:00Z,2024-07-14T22:43:00Z,,2024-07-14T23:00:00Z,2024-07-14T22:53:00Z,
SWA2395,SWA2395,WN2395,09,,SWA2395-1720801405-airline-1572p,SWA,SWA,WN,2395,N8567Z,,SWA2395-1720801405-airline-1573p,False,False,False,False,KBOS,KBOS,BOS,BOS,America/New_York,Boston Logan Intl,Boston,/airports/KBOS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,240,480,13560,57,En Route / On Time,B738,1831,465,340,HYLND7 HYLND CAM Q822 GONZZ Q29 KLYNE PXV J131 FUZ WINDU SEWZY6,,,,,B33,14,B,,Airline,2024-07-14T18:35:00Z,2024-07-14T18:39:00Z,2024-07-14T18:39:00Z,2024-07-14T18:45:00Z,2024-07-14T18:51:42Z,2024-07-14T18:51:42Z,2024-07-14T22:31:00Z,2024-07-14T22:48:00Z,,2024-07-14T22:50:00Z,2024-07-14T22:58:00Z,
SWA3350,SWA3350,WN3350,,,SWA3350-1720816040-airline-564p,SWA,SWA,WN,3350,N8833L,,SWA2389-1720808329-airline-1438p,False,False,False,False,KBNA,KBNA,BNA,BNA,America/Chicago,Nashville Intl,Nashville,/airports/KBNA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1620,1526,6360,0,Taxiing / Left Gate,B38M,756,461,380,DANLS3 DANLS MEMFS TXK BROBB WINDU SEWZY6,,,,,D5,16,,,Airline,2024-07-14T20:25:00Z,2024-07-14T20:52:00Z,2024-07-14T20:52:00Z,2024-07-14T20:35:00Z,2024-07-14T21:04:26Z,,2024-07-14T22:21:00Z,2024-07-14T22:50:26Z,,2024-07-14T22:35:00Z,2024-07-14T23:00:26Z,
DAL1612,DAL1612,DL1612,22L,,DAL1612-1720803744-fa-59p,DAL,DAL,DL,1612,N356NW,,DAL2790-1720801878-schedule-137p,False,False,False,False,KDTW,KDTW,DTW,DTW,America/New_York,Detroit Metro Wayne Co,Detroit,/airports/KDTW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,720,9360,31,En Route / On Time,A320,1240,471,340,KAYLN3 SMUUV OBK MZV IRK J87 CVE BROBB WINDU SEWZY6,,,,,A3,7,E,,Airline,2024-07-14T19:59:00Z,2024-07-14T19:59:00Z,2024-07-14T19:59:00Z,2024-07-14T20:09:00Z,2024-07-14T20:18:27Z,2024-07-14T20:18:27Z,2024-07-14T22:45:00Z,2024-07-14T22:51:00Z,,2024-07-14T23:00:00Z,2024-07-14T23:12:00Z,
SWA443,SWA443,WN443,26R,,SWA443-1720808929-airline-53p,SWA,SWA,WN,443,N7847A,,SWA591-1720795797-airline-174p,False,False,False,False,KLAS,KLAS,LAS,LAS,America/Los_Angeles,Harry Reid Intl,Las Vegas,/airports/KLAS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,120,-240,8220,22,En Route / On Time,B737,1149,454,390,NIITZ3 SSKEE INW CNX KA21W KF15Y DILLO LAIKS3,,,,,C2,22,1,,Airline,2024-07-14T20:20:00Z,2024-07-14T20:20:00Z,2024-07-14T20:22:00Z,2024-07-14T20:30:00Z,2024-07-14T20:36:46Z,2024-07-14T20:36:46Z,2024-07-14T22:47:00Z,2024-07-14T22:51:00Z,,2024-07-14T23:05:00Z,2024-07-14T23:01:00Z,
SWA4478,SWA4478,WN4478,34R,,SWA4478-1720799375-airline-4171p,SWA,SWA,WN,4478,N7715E,,SWA4478-1720799375-airline-4170p,False,False,False,False,KSLC,KSLC,SLC,SLC,America/Denver,Salt Lake City Intl,Salt Lake City,/airports/KSLC,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,900,1260,8280,20,En Route / On Time,B737,1175,457,370,RUGGD3 KIERA HBU TXO ABI DILLO LAIKS3,,,,,B18,18,,,Airline,2024-07-14T20:00:00Z,2024-07-14T20:14:00Z,2024-07-14T20:15:00Z,2024-07-14T20:10:00Z,2024-07-14T20:38:32Z,2024-07-14T20:38:32Z,2024-07-14T22:28:00Z,2024-07-14T22:56:00Z,,2024-07-14T22:45:00Z,2024-07-14T23:06:00Z,
ENY3690,ENY3690,MQ3690,,,ENY3690-1720819319-airline-1406p,ENY,ENY,MQ,3690,N283NN,,ENY3690-1720813543-schedule-211p,False,False,False,False,KMSY,KMSY,MSY,MSY,America/Chicago,New Orleans Intl,New Orleans,/airports/KMSY,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,360,4560,0,Scheduled,E75L,444,445,360,PEKON WOLDE DBOYS WLEEE7,,,,,B14,24,,,Airline,2024-07-14T21:33:00Z,2024-07-14T21:33:00Z,,2024-07-14T21:43:00Z,2024-07-14T21:43:00Z,,2024-07-14T22:59:00Z,2024-07-14T22:59:00Z,,2024-07-14T23:03:00Z,2024-07-14T23:09:00Z,
FFT4001,FFT4001,F94001,24L,,FFT4001-1720815561-schedule-352p,FFT,FFT,F9,4001,N380FR,,FFT206-1720797058-schedule-2555p,False,False,False,False,KCLE,KCLE,CLE,CLE,America/New_York,Cleveland-Hopkins Intl,Cleveland,/airports/KCLE,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-360,-60,9720,28,En Route / On Time,A20N,1283,451,380,CAVVS4 APE BNA SQS LFK BITER9,,,,,A14,S2,,,Airline,2024-07-14T20:15:00Z,2024-07-14T20:15:00Z,2024-07-14T20:09:00Z,2024-07-14T20:25:00Z,2024-07-14T20:20:24Z,2024-07-14T20:20:24Z,2024-07-14T23:07:00Z,2024-07-14T23:04:00Z,,2024-07-14T23:15:00Z,2024-07-14T23:14:00Z,
AMX1684,AMX1684,AM1684,,,AMX1684-1720819446-schedule-19p,AMX,AMX,AM,1684,EI-GZC,,AMX495-1720794115-schedule-667p,False,False,False,False,MMMX,MMMX,MEX,,America/Mexico_City,Lic. Benito Juarez Int'l,Mexico City,/airports/MMMX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-360,-660,6420,0,Taxiing / Left Gate,B38M,840,463,370,IKLAN2A IKLAN UT141 TAM UJ15 CVM J21 LRD HFMAN DXEEE3,,16,150,0,,,2,,Airline,2024-07-14T21:10:00Z,2024-07-14T21:10:00Z,2024-07-14T21:04:00Z,2024-07-14T21:20:00Z,2024-07-14T21:20:00Z,,2024-07-14T23:07:00Z,2024-07-14T23:07:31Z,,2024-07-14T23:44:00Z,2024-07-14T23:33:00Z,
SWA1952,SWA1952,WN1952,15,,SWA1952-1720814036-airline-1177p,SWA,SWA,WN,1952,N296WN,,SWA2999-1720807307-airline-564p,False,False,False,False,KBUR,KBUR,BUR,BUR,America/Los_Angeles,Bob Hope,Burbank,/airports/KBUR,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2160,1620,10020,19,En Route / On Time,B737,1305,455,390,SLAPP2 BLH J169 SALOM ZEBOL Q4 ELP J183 FUSCO DILLO LAIKS3,,,,,A4,19,,,Airline,2024-07-14T19:50:00Z,2024-07-14T20:23:00Z,2024-07-14T20:26:00Z,2024-07-14T20:00:00Z,2024-07-14T20:36:26Z,2024-07-14T20:36:26Z,2024-07-14T22:47:00Z,2024-07-14T23:12:00Z,,2024-07-14T22:55:00Z,2024-07-14T23:22:00Z,
SWA975,SWA975,WN975,,,SWA975-1720799375-airline-4165p,SWA,SWA,WN,975,N8570W,,,False,False,False,False,KECP,KECP,ECP,ECP,America/Chicago,Northwest Florida Beaches Intl,Panama City,/airports/KECP,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,10080,10080,6000,0,Scheduled / Delayed,B738,751,458,380,DEFUN CEW J2 IAH LUKKN WLEEE7,,,,,3,15,,,Airline,2024-07-14T18:35:00Z,2024-07-14T21:23:00Z,,2024-07-14T18:45:00Z,2024-07-14T21:33:00Z,,2024-07-14T20:25:00Z,2024-07-14T23:13:00Z,,2024-07-14T20:35:00Z,2024-07-14T23:23:00Z,
AAL773,AAL773,AA773,,,AAL773-1720821895-airline-1594p,AAL,AAL,AA,773,N649AW,,AAL2872-1720798761-airline-896p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,660,660,3180,0,Scheduled,A320,196,470,220,JASPA7 WINDU SEWZY6,,,,,B11,23,B,,Airline,2024-07-14T22:00:00Z,2024-07-14T22:11:00Z,,2024-07-14T22:10:00Z,2024-07-14T22:21:00Z,,2024-07-14T23:03:00Z,2024-07-14T23:14:00Z,,2024-07-14T23:13:00Z,2024-07-14T23:24:00Z,
NKS540,NKS540,NK540,26R,,NKS540-1720814483-schedule-671p,NKS,NKS,NK,540,N612NK,,NKS1819-1720807786-schedule-1713p,False,False,False,False,KLAS,KLAS,LAS,LAS,America/Los_Angeles,Harry Reid Intl,Las Vegas,/airports/KLAS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2880,2880,8940,4,En Route / Delayed,A320,1089,457,350,GIDGT2 TUKRR GUP CNX VERRT DIVEY DILLO LAIKS3,,,,,A8,36,1,,Airline,2024-07-14T19:55:00Z,2024-07-14T20:24:00Z,2024-07-14T20:43:00Z,2024-07-14T20:05:00Z,2024-07-14T21:00:22Z,2024-07-14T21:00:22Z,2024-07-14T22:34:00Z,2024-07-14T23:24:00Z,,2024-07-14T22:46:00Z,2024-07-14T23:34:00Z,
AAL964,AAL964,AA964,,,AAL964-1720810523-airline-585p,AAL,AAL,AA,964,N575UW,,AAL2482-1720782144-airline-301p,False,False,False,False,KMIA,KMIA,MIA,MIA,America/New_York,Miami Intl,Miami,/airports/KMIA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,6300,6660,9000,0,Taxiing / Delayed,A21N,1103,477,320,MIA1 MAYNR MARCI LEV LCH WEEED WLEEE7,,,,,D46,NO,,,Airline,2024-07-14T18:52:00Z,2024-07-14T20:45:00Z,2024-07-14T20:37:00Z,2024-07-14T19:02:00Z,2024-07-14T21:03:00Z,,2024-07-14T21:32:00Z,2024-07-14T23:33:00Z,,2024-07-14T21:52:00Z,2024-07-14T23:43:00Z,
AAL2784,AAL2784,AA2784,12R,,AAL2784-1720817973-airline-1855p,AAL,AAL,AA,2784,N987NN,,AAL2835-1720805431-airline-1551p,False,False,False,False,MMUN,MMUN,CUN,,America/Cancun,Cancun Int'l,Cancun,/airports/MMUN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-780,-660,7920,2,En Route / On Time,B738,923,452,380,CUN UT27 OMVIP UT45 ALKIM KEHLI A766 KELPP MUSYL WEEED WLEEE7,,,,,C5,3,3,,Airline,2024-07-14T20:56:00Z,2024-07-14T20:56:00Z,2024-07-14T20:43:00Z,2024-07-14T21:06:00Z,2024-07-14T21:03:00Z,2024-07-14T21:03:00Z,2024-07-14T23:18:00Z,2024-07-14T23:33:00Z,,2024-07-14T23:41:00Z,2024-07-14T23:30:00Z,
ASA540,ASA540,AS540,28L,,ASA540-1720815048-airline-760p,ASA,ASA,AS,540,N556AS,,ASA1299-1720802700-airline-1177p,False,False,False,False,KPDX,KPDX,PDX,PDX,America/Los_Angeles,Portland Intl,Portland,/airports/KPDX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,-360,-840,12360,27,En Route / On Time,B738,1737,455,350,WHAMY4 IMB KU75M MTJ KA33W PHILS DILLO LAIKS3,,,,,C9,5,,,Airline,2024-07-14T20:05:00Z,2024-07-14T20:05:00Z,2024-07-14T19:59:00Z,2024-07-14T20:15:00Z,2024-07-14T20:10:05Z,2024-07-14T20:09:00Z,2024-07-14T23:41:00Z,2024-07-14T23:35:00Z,,2024-07-14T23:59:00Z,2024-07-14T23:45:00Z,
SWA1340,SWA1340,WN1340,,,SWA1340-1720817001-airline-483p,SWA,SWA,WN,1340,N255WN,,SWA617-1720805780-schedule-947p,False,False,False,False,KMCO,KMCO,MCO,MCO,America/New_York,Orlando Intl,Orlando,/airports/KMCO,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1440,1080,8640,0,Scheduled,B737,993,451,400,OSPRY1 REMIS Y280 NAITE Y280 LEV LCH WEEED WLEEE7,,,,,106,20,A,,Airline,2024-07-14T20:40:00Z,2024-07-14T21:04:00Z,,2024-07-14T20:50:00Z,2024-07-14T21:14:00Z,,2024-07-14T23:14:00Z,2024-07-14T23:38:00Z,,2024-07-14T23:20:00Z,2024-07-14T23:38:00Z,
UAL606,UAL606,UA606,,,UAL606-1720742605-fa-2295p,UAL,UAL,UA,606,N417UA,,UAL1417-1720761320-fa-227p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6720,0,Scheduled,A320,851,449,310,SABTH2 VRONI PNH WINDU SEWZY6,,,,12,B8,27,,,Airline,2024-07-14T21:40:00Z,2024-07-14T21:40:00Z,,2024-07-14T21:50:00Z,2024-07-14T21:50:00Z,,2024-07-14T23:42:00Z,2024-07-14T23:42:00Z,,2024-07-14T23:52:00Z,2024-07-14T23:52:00Z,
SWA1816,SWA1816,WN1816,,,SWA1816-1720824432-airline-1179p,SWA,SWA,WN,1816,N8679A,,SWA3798-1720808153-airline-71p,False,False,False,False,KMSY,KMSY,MSY,MSY,America/Chicago,New Orleans Intl,New Orleans,/airports/KMSY,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,3900,0,Scheduled,B738,466,464,340,LFT LCH WEEED WLEEE7,,,,,B7,19,,,Airline,2024-07-14T22:45:00Z,2024-07-14T22:45:00Z,,2024-07-14T22:55:00Z,2024-07-14T22:55:00Z,,2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,,2024-07-15T00:10:00Z,2024-07-15T00:10:00Z,
DAL1060,DAL1060,DL1060,,,DAL1060-1720758123-fa-1389p,DAL,DAL,DL,1060,N307DX,,DAL1010-1720758125-fa-857p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1500,1020,6840,0,Delayed,A321,928,465,340,POUNC2 GRGIA GARTS MCB AEX WEEED WLEEE7,,,,,A30,8,S,,Airline,2024-07-14T21:26:00Z,2024-07-14T21:51:00Z,,2024-07-14T21:36:00Z,2024-07-14T22:07:00Z,,2024-07-14T23:30:00Z,2024-07-15T00:01:00Z,,2024-07-14T23:54:00Z,2024-07-15T00:11:00Z,
DAL1491,DAL1491,DL1491,,,DAL1491-1720758143-fa-241p,DAL,DAL,DL,1491,N326DN,,DAL376-1720585202-fa-765p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,8400,7920,6960,0,Scheduled / Delayed,A321,812,465,340,CUTTN2 HANKO GAD SQS EIC BROBB WINDU SEWZY6,,,,,T7,10,S,,Airline,2024-07-14T19:35:00Z,2024-07-14T21:55:00Z,,2024-07-14T19:45:00Z,2024-07-14T22:05:00Z,,2024-07-14T21:41:00Z,2024-07-15T00:01:00Z,,2024-07-14T21:59:00Z,2024-07-15T00:11:00Z,
SWA2851,SWA2851,WN2851,,,SWA2851-1720818294-airline-1769p,SWA,SWA,WN,2851,N493WN,,SWA3802-1720805780-schedule-750p,False,False,False,False,KORD,KORD,ORD,ORD,America/Chicago,Chicago O'Hare Intl,Chicago,/airports/KORD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2100,1980,8280,0,Scheduled / Delayed,B737,979,454,400,ACITO ADELL ARLYN STL ZALDA FSM BROBB WINDU SEWZY6,,,,,M29,21,5,,Airline,2024-07-14T21:00:00Z,2024-07-14T21:35:00Z,,2024-07-14T21:10:00Z,2024-07-14T21:45:00Z,,2024-07-14T23:28:00Z,2024-07-15T00:03:00Z,,2024-07-14T23:40:00Z,2024-07-15T00:13:00Z,
AAY1604,AAY1604,G41604,,,AAY1604-1720820379-schedule-55p,AAY,AAY,G4,1604,N290NV,,AAY3215-1720807790-schedule-4591p,False,False,False,False,KPVU,KPVU,PVU,PVU,America/Denver,Provo Muni,Provo,/airports/KPVU,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-219,8100,0,Scheduled,A320,1114,455,350,PROVO4 FFU BOWMM DAHLI KIMMR TXO LBB DILLO LAIKS3,,0,177,0,4,,,,Airline,2024-07-14T21:39:00Z,2024-07-14T21:39:00Z,,2024-07-14T21:49:00Z,2024-07-14T21:48:00Z,,2024-07-15T00:04:00Z,2024-07-15T00:03:21Z,,2024-07-15T00:17:00Z,2024-07-15T00:13:21Z,
SKW3765,SKW3765,OO3765,,,SKW3765-1720825206-schedule-90p,SKW,SKW,OO,3765,N242SY,,SKW3644-1720817439-schedule-489p,False,False,False,False,KMAF,KMAF,MAF,MAF,America/Chicago,Midland Intl Air and Space Port,Midland,/airports/KMAF,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,3960,0,Scheduled,E75L,294,420,290,SJT DILLO LAIKS3,,12,64,0,5,10,,,Airline,2024-07-14T22:49:00Z,2024-07-14T22:49:00Z,,2024-07-14T22:59:00Z,2024-07-14T22:59:00Z,,2024-07-15T00:05:00Z,2024-07-15T00:05:00Z,,2024-07-15T00:15:00Z,2024-07-15T00:15:00Z,
ASA318,ASA318,AS318,16L,,ASA318-1720809546-airline-2005p,ASA,ASA,AS,318,N481AS,,ASA645-1720796804-airline-2253p,False,False,False,False,KSEA,KSEA,SEA,SEA,America/Los_Angeles,Seattle-Tacoma Intl,Seattle,/airports/KSEA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,3960,5460,12480,14,En Route / Delayed,B739,1814,460,330,MONTN2 SEA NORMY MODDA STEVS Q150 LEZLE UGADE GUILT MIRME LBB DILLO LAIKS3,,,,,D4,12,,,Airline,2024-07-14T18:35:00Z,2024-07-14T19:46:00Z,2024-07-14T19:41:00Z,2024-07-14T18:45:00Z,2024-07-14T20:35:44Z,2024-07-14T20:35:44Z,2024-07-14T22:13:00Z,2024-07-15T00:05:00Z,,2024-07-14T22:44:00Z,2024-07-15T00:15:00Z,
SWA587,SWA587,WN587,,,SWA587-1720815354-airline-398p,SWA,SWA,WN,587,N7741C,,SWA1510-1720194313-schedule-3461p,False,False,False,False,MMUN,MMUN,CUN,,America/Cancun,Cancun Int'l,Cancun,/airports/MMUN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4860,5112,8100,0,Scheduled / Delayed,B737,1069,453,400,NOSUG UT27 OMVIP IPSEV L207 VUH LUKKN WLEEE7,,,,,59,1,4,,Airline,2024-07-14T20:15:00Z,2024-07-14T21:36:00Z,,2024-07-14T20:25:00Z,2024-07-14T21:50:12Z,,2024-07-14T22:40:00Z,2024-07-15T00:05:12Z,,2024-07-14T22:50:00Z,2024-07-15T00:15:12Z,
